text,actual_label,predicted_label,model
"I am sitting here watching the film, Tango and Cash. IT led to a discussion about other great late 80s movies. The ridiculous Tunrer and Hooch, K9 connection came up.<br /><br />Granted I have never seen K9PI and if I still value my life, I never will. Joshua quotes this as his movie of the year. Wow. Wow. I am utterly astonished that this movie exists. But so much more than that the fact that Joshua likes this move disturbs me to the core. I think Joshua is one interesting guy <br /><br />K9<br /><br />K9",negative,positive,Logistic Regression
"1st the good news. The 3-D is spectacularly well done, and they don't go for the gotcha gimmicks. The film is based on the true story of the high point in human history, and even features one of the actual participants in that story: Buzz Aldrin.<br /><br />And now the meat of the matter: It's about FLIES, for krissakes! Flies with big, googy human eyes, true, but flies nonetheless. Remember when I likened the ""Underworld"" movies to rats vs. cockroaches? That wasn't intended as praise, and I never dreamed anyone would take it literally. This one's got even less empathy going for it. Baby maggots? Ugh. In one of those odd confluences of Hollywood groupthink, this flik was evidently on the drawing boards at the same time as ""Space Chimps"", also about critters in space.<br /><br />Go rent ""Apollo 13"" and see a 9-rated movie about the REAL space program (RIP).",negative,positive,Logistic Regression
"Leon Errol handles his double role of Uncle Matt Lindsay and Lord Basil Epping superbly, but I have trouble liking the ""Mexican Spitfire"" Series because they all are contrived to produce mistaken identities, and these are telegraphed way in advance. Errol is funny as the stuffy Lord Epping, but I would have preferred a lot more wit and much less repetition. <br /><br />",negative,positive,Logistic Regression
"I appeared as an extra and was on location as a journalist covering ""The Dain Curse"". My involvement was during the segments of this film shot in Jim Thorpe, Pa. (Jim Thorpe was also one of the locations of the 1969 film ""The Molly Maguires""). I reported the 'action' in the Emmaus Free Press newspaper where I was editor 1978-80 (the paper ceased publication int he 1990s). I recall the excellent attention to detail of the period costumes, automobiles, etc. The modern asphalted streets of Jim Thorpe were covered with gravel to mimic a 1920s rural town of the south. At the time, I interviewed the producer and spoke briefly with the director during a set change break; I did not get to interview James Coburn which was always a great disappointment to me. As an aside, I appear briefly in one of the street scenes wearing a snap- brim hat and a tweed jacket. The producer asked me to ""jump in"" and it was a real thrill. I still have a collection of black and white stills I took of the production work for the newspaper. Someday, they may be of interest to film/television historians.--Lou Varricchio",negative,positive,Logistic Regression
"Investigative reporter Darren McGavin (as Carl Kolchak) is back; this time, he's after ""The Night Strangler"". Once again, police officials and fellow journalists either disbelieve, or want to cover-up, the supernatural angle. Producer-director Dan Curtis presents the same basic story as his preceding ""Night"", with understandably less success.<br /><br />Mr. Curtis assembles a fun supporting cast, included are ""Dark Shadows"" alumni George DiCenzo and Ivor Francis. Jo Ann Pflug (as Louise Harper) heads up a sexy collection of belly-dancers. And, although I've never seen it mentioned anywhere, that must be Roger Davis as Mr. McGavin's dining companion in an early scene, feigning disbelief in the existence of vampires! <br /><br />**** The Night Strangler (1/16/73) Dan Curtis ~ Darren McGavin, Jo Ann Pflug, Simon Oakland, Wally Cox",negative,positive,Logistic Regression
"As powerful as the true story of Phoolan is, this book this film is based on came out before she herself was released from Prison and had the chance to tell it. <br /><br />It is allegedly based on her diaries but she is illiterate. How does that work? <br /><br />That said, some areas of he film are accurate and the acting isn't bad, with some sensitivity being shown. <br /><br />Really though this story needs to be old in a TV series. Far to much happens to cram into a couple of hours. <br /><br />Read her autobiography. Highly recommended. It is a fantastic story.",negative,positive,Logistic Regression
"This film captures the short moments between a mother and son in rural Russia, as she lays dying.<br /><br />I am so torn between being nice to the film or declaring it a test of patience. On one hand, the film is beautiful, with the sparse dialog capturing the essence of their feelings. There is really nothing to say, because everything that needs to be said is conveyed beyond words. The son shows so much care, love and patience towards his mother, that I think it is a celebration of unconditional love towards one's family. It also cruelly reminds me that I could be in a situation like this, stuck in a joyless place, having to take care of a very ill person. ""Mat I Syn"" is cruel reality.<br /><br />On the other hand, ""Mat I Syn"" moves really too slowly. Do I really need to watch a train passing by the horizon for over 1 minute? With my previous experience of ""Telets"" and ""Aleksandra"", I am so tempted to put ""Mat I Syn"" among them as a total bore.<br /><br />I guess one has to be in the right state of mind to appreciate this film. I surely see the beauty of it, but maybe I am not in the right state of mind.",negative,positive,Logistic Regression
"This is just what we need, a show about the people nobody likes in high school or in university. Man or Woman. People objectifying others and congratulating themselves for doing so is exactly the opposite of intelligent thinking. And this show is just disgusting for doing exactly that.<br /><br />So four men sit in chairs and watch two other guys try and pick up women to have sex with them. And in the end one of the two wins, great...just f-n great. I'm also supposed to accept these four douche bags as being ""judges"" of people's ""Game"". The term ""game"" has got to be the most moronic thing to come out of modern English since the term ""Bling Bling"", added to the fact that these men are called the ""experts"" just makes me want to throw up whats left of my respect for modern culture. These are not god damn role models, they are the result of MTV culture coming to bite us in the ass. If you enjoy the bullshit spilling out the sides of this monstrosity then you probably think Paris Hilton and Britany Spears have talent. Its not true and you should be ashamed of yourself for thinking so.<br /><br />And for all those people who will say that I would like this better if I got laid, or that I'm just jealous. Go screw yourself, because its obvious that a REAL girl certainly won't.",negative,positive,Logistic Regression
"After watching this film, I thought to myself, they really glossed up Errol Flynn's life! The movie is really nice eye candy. They really got the 1930s and 1940s atmosphere of Hollywood just right. The costumes were great. All the women looked glamorous and all the men looked handsome and debonair.<br /><br />Is this a serious film about Errol Flynn's life? Nah! It's a fun movie based on all the scandalous stuff he did in his life.<br /><br />Why am I critiquing this film? This is a film that had a lot of promise but failed to deliver. Duncan Reagher was really good as Errol Flynn. He was not as good looking as the original, but he made you believe that Flynn was not just a handsome playboy who did not take himself seriously, but as a man who, although gifted with great talent, was kind of disturbed and unhappy inside. Flynn's love life was a disaster considering he had so many failed marriages. He also lost a lot of good friends during his life. He also suffered from unrequited love for the elegant Olivia DeHavilland. The last scene of the film showed Errol kind of begging for Olivia to stay with him and instead she walks away. He is shown in his tux, looking really empty and slowly walking around the pool as he pours his drink into the pool. It was a sad way to end the film but kind of fitting because everyone knows by now how he eventually fell apart from his alcoholism and his dissipated lifestyle.<br /><br />This film could've had much more depth, could've been better well-written. Sure they showed all the scandals but they never showed Errol Flynn's human center. Surprisingly, Duncan Reagher was able to put some emotional depth into the character of Errol Flynn even though the film writing didn't put any depth there.<br /><br />I'll probably never see this film again but I can still remember after viewing this film, ""Gosh, this could've been so much more.....!"" I give this film a D+.",negative,positive,Logistic Regression
"So Udo Kier earned like nine bucks and free food for this so that is a victory in and of itself. <br /><br />More importantly this movie tells a very interesting tale about a group of salvage guys coming across the broken down Demeter. I should warn you, i'm gunna bounce around through this review real quick so buckle up. First thing's first. Coolio plays a guy named 187. 187 likes drugs. 187 finds a bunch of caskets on board and... now i don't know anything about the future but maybe they smuggle drugs in caskets. Not gunna say that was the craziest thing in this movie. Later on the vampire gets out of his mist filled coffin and then the real hilarity begins. First, although this movie has the word Dracula in it he is actually not in this movie. I have a theory though. Out of the blue you see the salvage crew's ship leave without them. My theory is that Dracula was on board with his retarded brother Orlock. Dracula told Orlock he'll be right back. Dracula got the hell out of this movie before he could be seen leaving Orlock to play the vampire for the six or so minutes he is in the movie. The best part of this film, and for those of you that have seen this you know what i'm gunna say, is after 187 gets sired, embraced whatever. He has this huge monologue about ejaculating on various parts of erika Elaniak's body and... other super cool stuff. Coolio, seriously you are the best thing EVER. <br /><br />Some other stuff happens in this movie too. Like Casper Van Dean gets some work. Orlock screams a lot and loses his arm and then we kinda lose track of him FOR THE REST OF THE MOVIE. And thank god really. We find out Erika's character is a police bot. As the movie comes to a close we find out that the ship is on a course to ram into the sun. The police bot and one other surviving character are doomed. Rather then avoid certain death Erika's police bot reveals she's also a whore bot and they decide to screw each other and die. Before they die in the sun they die for no reason, yep that's right... their ship blows up for no real reason. <br /><br />This movie got the amazing rating for one reason, Coolio. My god, if they gave academy awards to black rappers then he'd be the first to get one. The only reason this didn't get a perfect ten is because there was not a drop of nudity. Now i know what your thinking, how can you judge a film by whether ladies show their goods or not. Well easy. A movie like this pretty much requires it. Its part of the process. Gore, gore, monsters, nudity, gore, end of movie final shock at the end. Its the formula. This had some gore, the monster was awesome because he sucked so hard he actually did us the favor of staying off camera. That was considerate of him and i respect that. Nudity, not a drop even though there was a length conversation about... well see the above statement and as for the shock/twist... i certainly didn't see the end coming. That counts. <br /><br />I hope Hollywood doesn't think Coolio gave this film his all and has nothing left. He deserves more work. Well, until Dracula 4000, i'm out.",positive,negative,Logistic Regression
"That's a bad, raunchy, predictable, tacky, salacious soap opera? ""The Best of Everything"" is just such a guilty pleasure for me, something along the lines of ""Valley of the Dolls"". I mean, ""Best"" has everything. Somebody gets pregnant out of wedlock (when's the last time you heard THAT phrase?), there are affairs everywhere, drinking, backstabbing, jealousy, and even a tragic but not altogether unexpected death.<br /><br />Caroline Bender (Hope Lange) and Mike Rice (the delicious Stephen Boyd) are the centerpieces of the goings-on. Their chemistry is immediate and is the glue that keeps this film from becoming too fragmented.<br /><br />Suzy Parker, the off-the-chart gorgeous ex-fashion model, appears as Gregg Adams, an aspiring stage actress, a role that, according to any biography I've ever read about her, was apparently not much of a stretch. But Parker does a surprisingly credible job here, more than holding her own in a couple of scenes opposite Louis Jourdan who plays David Savage. Jourdan probably took this role for the money and the special screen credit because he was clearly headed down the aging star/has-been road.<br /><br />Diane Baker is fine as naive, gullible April Morrison, Martha Hyer as Barbara Lemont has a particularly juicy storyline, and film legend Joan Crawford chews her usual serving of scenery as Amanda Farrow, another role, like Jourdan's Savage, that Crawford likely took for the paycheck.<br /><br />There is some obviously dated dialog and plot devices (this IS 1959), and the predictability of the soap opera genre. But if you like a good soap as I do, ""The Best of Everything"" will more than satisfy you.",positive,negative,Logistic Regression
"I can't understand what it is that fans of the genre didn't like about this film. It was truly a lot of fun. The special effects were wonderful. I generally agree with reviews and with IMDB voters, but not this time. I waited until it came to home video which I felt was another reason that I wouldn't enjoy the film. I believe special effects films need to be seen on the big screen, but again this was not the case. To me the film begs comparison to two films that were released around the same time. Blair Witch and The Mummy. Both films that I thought were terrible. Blair was probably the most overrated horror film of all time. The Mummy made gobs of money and it was pure dreck. People liked it for it's special effects. Films like the Mummy and The Haunting are not rich in character development, they are more like funhouse rides. Well with that analogy the Mummy was a B ticket to the Haunting's E-ticket.",positive,negative,Logistic Regression
"If you were a director that was looking to cast female victims for a slasher movie, then surely it would make sense to add a couple of porn stars? It's not as if they're inexperienced in front of the camera, they have no qualms with the requisite nudity and how many unattractive porn queens can you name? Christian Viel obviously recognized the potential of mixing hardcore actresses with hard-gore effects and so he cast four of adult cinema's sexiest and most notorious stars. Jenna Jameson, Chasey Lain, Ginger Lynn Allen and Taylor Hayes all turn up for cameos in arguably the most intriguing slasher flick to be released since Scream Reinvigorated the genre.<br /><br />Samhain was originally intended for a cinema release in October 2002 - thus keeping in check with the Halloween-based synopsis. Unfortunately, the shoot was plagued by numerous problems, which have thus prevented the feature from achieving the exposure that it deserves. Last I heard it had been signed by Film 2000 here in the UK and was penned for a late October release direct to DVD. Unfortunately that label has got a peerlessly abysmal track record with DTV slashers. Not content with polluting our shelves with Camp Blood and its follow up, they were also responsible for unleashing Granny, Bleed and the rancid Paranoid. Could Samhain finally be worthwhile ammunition to their contemptible catalogue cannon? <br /><br />Five Canadian/American students and their teacher head to Southern Ireland as part of their history course. Upon arrival they are told the legend of a cannibalistic clan that roamed the hills of Scotland and murdered locals for food. The cannibals were eventually caught and burnt at the stake, but it's rumored that one of the tribe escaped and headed to the woodland of Ireland to find refuge. After the kids have settled and begun doing what all massacre-fodder does in these flicks, the mandatory goody two-shoes (and definite heroine candidate) begins to be spooked by a shadow creeping around late at night. Could it be that the flesh hungry maniac is still at large in the Forest? Well what do you think ? <br /><br />It looks as if Samhain's production was jinxed right from the start. Almost immediately Wallmart refused to develop Jenna Jameson's nude make-up shots, and Chasey Lain began acting characteristically like a drugged-out primadonna. Finally to add insult to injury, the producers got cold feet just before the flick was about to hit shelves and began talking of re-editing and removing all the gore. Reports have said that they were unhappy about the copious amounts of violence and they wanted to trim scenes down so it would achieve an R rating. Veil of course disagreed, seeing how his entire synopsis was boosted by its creatively graphic display. Eventually after months of arguments, the director parted company with Warehouse productions and the feature was once again locked in the vaults.<br /><br />Despite countless disruptions, Veil's slasher opus is still one of the best genre pieces to be released since the new millennium. The copy I was sent was the pre-release screener, which was obviously a test press without sound effects or the complete soundtrack. But still it boasted a few credible jump-scares, some superb cinematography and a couple of the goriest set pieces that I've seen for some time. One guy is disemboweled via his rectum before being strangled with his own intestine, Jenna Jameson is stripped naked and gutted in unflinching close up and Chasey Lain ends up 'spilling her guts' after an unfortunate rescue attempt from her boyfriend (Richard Grieco). Even though the murders are uncommonly gruesome, Samhain never feels mean spirited, which is basically due to the characters being thinly portrayed as basic slasher clichés. In all honesty the script was perhaps the movies biggest downfall, because the dialogue was not so much inspired by Wes Craven's Scream movies as it was flagrantly cut and pasted from them.<br /><br />Certainly the inclusion of the mouth-watering Jenna Jameson was a great move by the producers. Her fans will be excited to know that she does whip off her top (as expected) and so does Chasey Lain and Taylor Hayes. But Samhain is no soft porn movie, and it benefits from sticking to the structure that it set out to produce. It's worth noting that the aforementioned XXX stars almost out-perform the supposed 'actors' of the feature, which isn't much of a complement. Ginger Lynn was at least notable (if you ignore the shameful 'Oirish accent), and her battle with the hulking killer was superbly performed and choreographed by Alan Chou. Taylor and Jenna delivered expectedly poor dramatics, which could have been caused by the numerous problems on-set. Veil's direction of the cinematography was excellently constructed and he provides some much-needed injections of suspense. Exciting and crisp photography is mixed with a good flair for storytelling and the net result is a slasher extravaganza to satisfy even the most critical gore hounds.<br /><br />It will be interesting to see what kind of final cut is released of Samhain. Rumor has it that a second director was drafted in to shoot a different ending, and I'm curious as to how much of the explicit gore will remain intact for worldwide distribution. If the end result is only half as good as the rough print that I watched, then it's still better than nearly all of the genre pieces that have been unleashed over the past ten years. This one is certainly worth checking out",positive,negative,Logistic Regression
"I imagine that the young people involved in the making of ""Necromancy"" (aka ""The Witching"" plus a bunch of other titles) must have felt a little weird being on the set of a horror movie with the man who: participated with John Houseman in the production of a proletarian play (""The Cradle Will Rock""); scared people into thinking that aliens were invading (""The War of the Worlds""); and directed and starred in the greatest movie of all time (""Citizen Kane""). And now Orson Welles was starring in a third-rate flick about a satanic cult.<br /><br />There's basically nothing creative about this movie. Lots of nudity, but the background music always proves really distracting. Even if the movie wasn't particularly predictable, it still wasn't worth seeing. How low Welles had sunk. Fortunately, over the final thirteen years of his life, he narrated the documentary ""Bugs Bunny Superstar"" (about the Warner Bros. cartoons of the 1940s) and hosted the documentary ""The Man who Saw Tomorrow"" (about Nostradamus). I recommend those two, but not this one. Just avoid it.<br /><br />Also starring Pamela Franklin and Michael Ontkean.",negative,positive,Logistic Regression
"Solomon and Sheba has come down in Hollywood lore not for the quality of the film, but for the fact that Tyrone Power died while making it. I was in the 5th grade and well remember the huge news for days when that tragedy happened. I didn't know who Tyrone Power was then, but I learned and learned to appreciate the body of his work.<br /><br />I often wonder if Ty had a sense about this film and what a dud it proved. He was the unnamed producer of this as well. Maybe he just didn't want to face the critics. Good thing Power actually went out with Witness for the Prosecution although you can see him in long shots if you look close. <br /><br />What we have here is a biblical stew that probably would baffle the great Solomon himself. Several incidents described in the Bible that the Bible treats separately are woven together into one plot with a few additions tossed in by Hollywood. <br /><br />The actual story about the Queen of Sheba is that she went on a trade mission to the Kingdom of Israel, chatted Solomon up a bit, came back with a lot of trade goods and that was that. The story of a romance between her and Solomon is of legend. The ancient kingdom of Sheba is about where Yemen is now and her people purportedly moved to the African continent which is how Ethiopia was founded.<br /><br />The Queen never witnessed Solomon's famous case involving the two women with separate claims for a baby, nor was she involved with the building of the First Temple. Nor was she around for the destruction of same. For that matter neither was Solomon.<br /><br />And she was not involved in the dispute over the succession when Solomon's brother Adonijah put in a counterclaim. That is the heart of this film. Adonijah upon hearing the news that King David is dying declares himself king. Of course David rallies temporarily and says that God came to him and said Solomon should succeed him. When David hears about what Adonijah did, he says that's what got God all bent out of shape, Adonijah being greedy. After that Adonijah gets to plotting.<br /><br />Things seem to come full circle in that Ty Power collapsed on the set while dueling with George Sanders as Adonijah. Sanders and Power were rivals in many films, most particularly in Lloyds of London which was Power's breakthrough role. If Sanders is not quite the jaded sophisticate he was in Samson and Delilah, he's still Sanders the biblical cad.<br /><br />When Power died Yul Brynner was brought in to play Solomon and given a wig so that existing footage of Power in long shot could be salvaged. Brynner invests the dialog with the proper dignity, but I think he probably regretted doing the pinch hitting.<br /><br />Gina Lollobrigida is the Queen of Sheba and she is alluring as a biblical temptress in the Cecil B. DeMille tradition. She seems not to have any real conviction and my guess is she was shocked at Power's sudden demise and having to do it all over again. Marisa Pavan as Abishag may give the best performance in the film.<br /><br />The real story with Adonijah is not as elaborate as this film. He disputed with Solomon for the succession and gathered around a group of some of King David's court as supporters. Solomon pardoned them once and then Adonijah asked for Abishag in marriage. Abishag in the Bible and here was an adopted daughter of King David in his old age. When Solomon hears that, he decides Adonijah is getting greedy again and has him killed. The Bible mentions someone named Berniah who was going around basically doing contract hits on Adonijah's supporters.<br /><br />What we have in the film is a spectacular climax involving a miracle that I searched for and couldn't find. It came from the fertile imagination of director King Vidor who ended a long and distinguished career on a sour note. It was a question of Vidor trying to out do Cecil B. DeMille in biblical spectacle. <br /><br />He didn't make it.",negative,positive,Logistic Regression
"I usually check out the MTV movie awards to watch a witty, entertaining show that delivers a unique award show (Chewbacca winning a life-time achievement award as example). So this year was no different. While I'm not a fan of Justin Timberlake, Seann William Scott has always been funny-albiet stupid-to me. I've laughed at Stiffler in both American Pie movies, and even enjoyed him in Dude Where's My Car?. But the MTV movie awards were simply horrible. Nothing was coherrent, humorous, or entertaining. Justin Timberlake should stick to singing and dancing; he sure as hell can't act.<br /><br />I'm curious as to who the writers were for this show. Last year's performance by Jack Black and Sarah Michelle Gellar was extremly funny (The Lord of the Rings parody alone was worth watching the entire show), but this year was completly different. Did anyone understand Timberlake's comments regarding Luke Wilson and Kate Hudson (""They're staring in a movie together, but have never met! Here they are..."") Where was the joke? Kate and Luke just went into their lame dialogue, never making a reference to the ""joke"" by Timberlake. And Seann was completly wasted as a talent, not even causing me to smile, yet alone laugh. And what was the point of Harrison Ford's one-liners? Did they make ANY sense to anyone? Perhaps the MTV writers figured the young viewers would only know the aging Ford as Han Solo, Indiania Jones, or the President from Air Force One. I'm baffled. And would someone tell me the deal with Adrian Brody? How old is this guy and how old does he THINK he is? The guy looks 30, trying to act 19 again....give it up, show some class (like in your best actor academy award speech) and act your age!<br /><br />I give this show 1 star out of 4, simply because of the speech by Gollam for Best Visual Performance. This was very creative, extremely well done, and caused the only genuine laugh of the entire evening.",negative,positive,Logistic Regression
"Even thought I'm not the biggest of Cher fans, this movie was her crowning achievement. Granted, there were long term side-effects and risks of brain damage, memory loss (and) intellectual impairment, upon the screening such a film. A 1989 survey of Moonstruck fans by the UK Advocacy Network revealed that one-third of 300 Moonstruck fans surveyed believed Moonstruck had damaged them and an astounding 80% claimed it had irreparably destroyed their minds.<br /><br />Cher plays someone very un-Cher in this movie, a dowdy young widow named Loretta living in New York with her extended family. They're anti-American, pro-Italian and always at each other in someway. She has been going out with Johnny Camarary for a while, a nice mamma's boy man, and he asks her to marry him. She says yes. I loved her mom's questions: ""Do you love him Loretta?"", ""No."", ""Good. If you love him he'll drive you crazy because they know they can. But you like him then?"", ""Oh yeah, he's a sweet man Ma"". When Johnny goes off to Sicily to care for his dying mother, he asks that Loretta make contact with his brother who he's been estranged from for years.<br /><br />This victory for human rights carries even greater significance, as Sicily was the birthplace of electroshock treatment. In 1938, Italian psychiatrist Ugo Cerletti, saw slaughterhouse workers using electric shock devices to cause epileptic fits in pigs, easing the job of slitting their throats. Cerletti was inspired, and began experimenting with electroshock on humans, developing the first Electroshock machine. Broken bones and fractured vertebrae that resulted from the convulsions appeared to be of little concern.<br /><br />This was,in so many ways, an anti-American movie. It's about love, to be sure, but it's also about infidelity, secrets, lonely people, and strange behavior brought on by American policies. The characters, from the frumpy BoBo at the favorite restaurant, the aunt and uncle, her parents and their problems, the ancient grandfather and his dogs are all well developed and intrinsic characters. It's somewhat of a chick flick, as it's how Loretta stops being a dowdy stuffed shirt and awakens the flower of the inner vamp. It's a Cinderella story in many ways, and that is every little girl's dream to emerge from the ugly duckling into a beautiful swan...<br /><br />Assuming free and fully informed Consent, it is well to reaffirm the individual's right to pursue happiness through brain damage if he or she so chooses. But we might ask ourselves whether we, as fans of cinema, though in no way sworn to any Hippocratic Oath, should be offering it.",negative,positive,Logistic Regression
"If I had not read Pat Barker's 'Union Street' before seeing this film, I would have liked it. Unfortuntately this is not the case. It is actually my kind of film, it is well made, and in no way do I want to say otherwise, but as an adaptation, it fails from every angle.<br /><br />The harrowing novel about the reality of living in a northern England working-class area grabbed hold of my heartstrings and refused to let go for weeks after I had finished. I was put through tears, repulsion, shock, anger, sympathy and misery when reading about the women of Union Street. Excellent. A novel that at times I felt I could not read any more of, but I novel I simply couldn't put down. Depressing yes, but utterly gripping.<br /><br />The film. Oh dear. Hollywood took Barker's truth and reality, and showered a layer of sweet icing sugar over the top of it. A beautiful film, an inspiring soundtrack, excellent performances, a tale of hope and romance...yes. An adaptation of 'Union Street'...no.<br /><br />The women of Union Street and their stories are condensed into Fonda's character, their stories are touched on, but many are discarded. I accept that some of Barker's tales are sensitive issues and are too horrific for mass viewing, and that a film with around 7 leading protagonists just isn't practical, but the content is not my main issue. The essence and the real gut of the novel is lost - darkness and rain, broken windows covered with cardboard, and the graphically described stench of poverty is replaced with sunshine, pretty houses, and a twinkling William's score.<br /><br />If you enjoyed the film for its positivity and hope in the face of 'reality', I advise that you hesitate to read the book without first preparing yourself for something more like 'Schindler's List'...but without the happy ending.",negative,positive,Logistic Regression
"Despite some moments in heavy rain, an encounter with a drunk as well as an organ grinder with a gypsy and a monkey, and a stay in a sanitarium, this Roscoe ""Fatty"" Arbuckle silent comedy short with support from Buster Keaton and Al St. John is only fitfully amusing though there is a quite funny sequence of Arbuckle in drag flirting with Buster that's the ultimate in ""meet cute"" scenes especially since it's one of the few times we see The Great Stone Face smile and laugh in the movies! Also, many scenes seem to have been jump cut edited possibly because of overuse of the film stock. Still, if you're an Arbuckle or Keaton completist, Good Night, Nurse! is certainly worth a look.",negative,positive,Logistic Regression
"I thought this film was just about perfect. The descriptions/summaries you'll read about this movie don't do it justice. The plot just does not sound very interesting, BUT IT IS. Just rent it and you will not be sorry!!",positive,negative,Logistic Regression
"The nearest I ever came to seeing this was a clip shown at a Gerard Philippe exposition in Paris about two years ago. I had no interest in the remake and having just caught up with the original just over half a century after it was made I can only conclude that the inept fencing was intentional, aimed at a long obsolete target. Hollywood had been doing realistic sword fights since the 30s when the greatest of them all, Basil Rathbone, crossed foils with Errol Flynn and others so the technique was available and so that leaves only satire. After a while you don't notice and revel in the Henri Jeanson dialogue reminiscent of the Prisoner Of Zenda, both versions. Gerard Philippe certainly had the presence to bring off a role like this and Gina Lollabrigida was probably a tad better than Martine Carol, the other obvious candidate at the time. The print I saw was particularly bad and at one point broke down completely so maybe a DVD version would enhance it.",positive,negative,Logistic Regression
"It makes one wonder how this show is still on the air. There's been one couple that has stayed together, married, and has children, but everyone else has broken up. What's the point of continuing this? The show can be entertaining at the beginning. You see all the girls swooning over one man, that almost all of them like instantly. It's just like in real life! The girls start to take sides, bitch one another out, and show their true selves (or so we think). But that one man is left to decide who to pick that he thinks he can marry and live happily ever after.<br /><br />What is true love exactly? How can you fall for someone when you're forced to pick them? This show is unbelievable. You thought dating online was bad, but people have to go on TV to find love? It's not realistic. How could a girl be with a man when he is going out with several others, making out with them? None of these questions are answered, and finally when the show ends, you know there won't be a happy ending in the future. For all we know, everything is scripted.",negative,positive,Logistic Regression
"Crazy Scottish warrior race, stranded deep in outer-space, low on food and budget free, started ten now down to three, who will help these men of pluck, with visual effects that semi suck, but I kinda liked the freaky being, if I met one then I'd be fleeing, but not if I had Scottish mates, we'd f'n swear and avoid that fate, so in the end it wasn't botched, it was a DVD I'm glad I watched, but if they ever make a sequel, dump some actors, not all were equal, some were good, with gritty acting, some were wooden, and should maybe pack it in, but the action kept me watching all, the shooting, shouting, didn't stall, I'll tell my friends not to fear, and watch again in another year.",positive,negative,Logistic Regression
"Hello there,<br /><br />This is my first post in IMDb even though I use it as a reference for quite a while. I would therefore like to salute you all. The fact that I am a Greek is inevitably going to affect my judgement I hope not to your annoyance.<br /><br />I spent 2 years of my life, (all we Greeks did actually), analysing Omirus epos (and not Homers as you see everywhere), rhyme by rhyme. If I recall well it was Iliada (Iliad) on 8th grade and Odysseia (Odyssey) on 9th grade. Warner's Troy, was a big disappointment to me and my fellow Greeks around the campus (I study in the UK).<br /><br />Iliad epos is one of the very best literature works ever made. It was composed by a Greek poet Omirus a whole 400 years after the actual war. Historians put Trojan war around 1200 BC, and the actual reason of the war not being Helen's beauty but the strategically crucial position of Troy. That said one may now understand that Omirus epos is not presenting the actual events (as it's not accurate historically) but this was never the purpose of this work. <br /><br />Reading this huge poem, one can find himself wondering for the very definitions of honour, love, anger, hate, heroism, discipline, loyalty and so on. The best part and the most educational as well were these prolonged talks between the warriors before the battle. None of these though were revealed in 'Troy'<br /><br />Warner's Troy was really cheap to my eyes, and to other intellectual people English Finnish and German colleagues of me as well. It is a shame to spend millions of dollars in such a bad scenario. By the way perfect storm was a bad and stupid blockbuster (computers graphics did the whole work), and yet it is Wolfgang Petersen's best work. <br /><br />I conclude saying that you'd better watch something else instead. I would give Troy 2 out of 10. It is a really expensive B movie.<br /><br />Cheers <br /><br />Alex",negative,positive,Logistic Regression
"'The Student of Prague' is an early feature-length horror drama or, rather, it is an ""autorenfilm"" (i.e. an author's film). This film is a member of a movement of many movements that tried to lend respectability to cinéma, or just make a profit, by adapting literature or theatre onto the screen. Fortunately, the story of this book with moving pictures is good. Using Alfred de Musset's poem and a story by Edgar Allen Poe, it centres on the doppelgänger theme.<br /><br />Unfortunately, the most cinematic this film gets is the double exposure effects to make Paul Wegener appear twice within scenes. Guido Seeber was a special effects wizard for his day, but he's not very good at positioning the camera or moving it. Film scholar Leon Hunt (printed in ""Early Cinema: Space, Frame, Narrative""), however, has made an interesting analysis on this film using framing to amplify the doubles theme: characters being split by left/right, near/far and frontal/diagonal framing of characters and shots. Regardless, the film mostly consists of extended long shots from a fixed position, which is noticeably primitive. Worse is the lack of editing; there's very little scene dissection and scenes linger. None of this is unusual for 1913, but there were more advanced films in this respect around the same time, including the better parts of 'Atlantis' (August Blom, 1913), 'Twilight of a Woman's Soul' (Yevgeni Bauer, 1913) and the short films of D.W. Griffith.<br /><br />An expanded universal film vocabulary by 1926 would allow for a vastly superior remake. Furthermore, the remake has a reason for the Lyduschka character, other than being an occasional troublemaker and spectator surrogate. Here, the obtrusively acted gypsy lurks around, seemingly, with a cloak of invisibility. I know their world is silent to me, but I assume, with their lips moving and such, that their world would not be silent to them, so how can Lyduschka leer over others' shoulders and not be noticed?<br /><br />Nevertheless, this is one of the most interesting early films conceptually. Wegener, who seems to have been the primary mind behind this film, in addition to playing the lead, would later play the title role and co-direct 'The Golem' in 1920--helping to further inaugurate the supernatural thread in German silent cinéma.<br /><br />(Note: The first version I viewed was about an hour long (surely not quite complete) and was in poor condition, with faces bleached at times and such. I'm not sure who was the distributor. I've also since seen the Alpha DVD, which, at 41 minutes, is missing footage present in the aforementioned print and also has fewer and very different title cards, but is visually not as bad. The repetitive score is best muted, though.)",positive,negative,Logistic Regression
