text,actual_label,predicted_label,confidence
"It's hard for me to criticize anything that Mitzi Kapture does. She just radiates beauty and grace on the screen and is a phenomenal actress. That notwithstanding, yes, the plot was predictable. I think perhaps if Jill HAD slept with Richard then it may have made him a little crazier than he already was, which would have added more to the suspense. It would have also been nice to see Jill and her husband find out about Richard's little problem with his ex-wife, maybe a bit more back story. I was a little disappointed with the ending of the movie. I would have liked to have seen more closure with Zack's death and possibly closure with her husband. I do have to say though, I will never be able to look at a flare gun and not picture her standing there. It was a very fitting end for Richard. Of course, Mitzi ROCKED! I am so looking forward to her future projects.",1,0,0.54843575
"Why does the poster & artwork say ""Clubbed is one of the best UK indie films I have seen in a very long time. SCREEN INTERNATIONAL"" when it was a quote of the French distributor REPORTED by Screen International (an influential film trade publication). See www.screendaily.com/ScreenDailyArticle.aspx?intStoryID=39811 which reads:<br /><br />""Pretty Pictures has acquired all French-speaking rights to Neil Thompson's Clubbed ....James Velaise, president of Pretty Pictures, said: ""Clubbed is one of the best UK indie films I have seen in a very long time.""""<br /><br />Isn't this rather misleading? The distributor is bound to say it's good. Are the other quotes real?",0,1,0.58269227
"I saw ""Night of the Demons 2"" first before I saw ""Night of the Demons"". Unfortunately, my old Blockbuster thought it was a good idea to have the sequel, but no first one. Looney, huh? Now, I think all horror fans need this movie. It's like McDonald's, you know it's bad for you and you'd rather have The Cheesecake Facotory(or whatever pricier restaurant you prefer), but you can't help but just wanting the cheap stuff.<br /><br />Night of the Demons has it all: your innocent, sexy, goes by the rules chicka-dee, your token black guy, that surprisingly doesn't get killed. You're slutty girl, you're slutty guy, you're dark girl or guy, the goof ball, the cheesy settings of a haunted house, bad acting, and lots of unnecessary nudity. Isn't this stuff great? I mean, I know deep down in my heart of movies that this was pretty bad, but it was a good bad for horror movies. Horror fans should enjoy and dig in!<br /><br />8/10",1,0,0.64905983
"Airplane apart, I don't think I've ever laughed at a film so much in all my life.<br /><br />I love football like mad, but I tend to hate almost any song or film about football as they tend to be unrealistic. This wasn't.<br /><br />I watched it once, it was over 2 years ago & it was brilliant. Everyone I know loved it. I remember the gay physio, the sloping pitch at about a 45 degree angle and 'Shoes' (a player so named because he once turned up for training in a new pair of shoes). Brilliant, that's what goes on in park football.<br /><br />A definite 10/10. If anyone from the TV industry is reading this, considering all the crap you repeat on English tele, please have the sense to show this again (and the Muppets while you're at it). Also does anyone know if this was shown on BBC or ITV. I think it was ITV, so it's worth asking them if they plan to show it again. They should do.",1,0,0.5134918
"""A research scientist is experimenting with human DNA in an attempt to create the perfect human being. His work has made it to the point where he can take a human fetus and accelerate its growth to that of an adult within a few days. His latest creation is a (spoiler omitted), but side effects from the process (spoiler omitted),"" according to the DVD sleeve's synopsis.<br /><br />""Embryo"" opens by promising: ""The film you are about to see is not all science fiction. It is based upon medical technology which currently exists for fetal growth outside the womb. It could be a possibility tomorrow or today,"" according to Dr. Charles M. Brinkman III. Right. And, Dr. Joyce Brothers appears, later, at a party with Roddy McDowall.<br /><br />First, we see Rock Hudson (as Dr. Paul Holliston) light a cigarette and drive recklessly (watch that speedometer!) during a storm; unfortunately, he hits a dog. Mr. Hudson takes the wounded canine home. He learns it is pregnant, and manages to save the life of one of the puppies, due to his experimental knowledge of fetal growth. What this really boils down to is that Hudson uses an experimental drug to grow the embryo, so that it can survive outside the mother's womb. The dog, ""Number One"", grows to adult-size rapidly, and is passed off as its mother.<br /><br />Hudson lives with his sister-in-law Diane Ladd (as Martha Douglas); since his wife Nicole, also a doctor, died in another car accident. Ms. Ladd seems more emotionally stable about Nicole's death than Hudson, who survived the crash that killed his wife. Things begin to get creepy when Hudson's dog shows an intelligence level far above any normal dog. Then, Hudson decides to use his accelerated embryo growth on a human, Barbara Carrera (as Victoria Spencer).<br /><br />Hudson and the cast try their best; but, the ""Embryo"" storyline is wretchedly absurd nonsense. If you take away her silly opening and closing scenes, Ms. Carrera's valiant characterization almost works; she might have been a bigger star, if offered better films than this. The infantile ending suggests a sequel; but, happily, the idea was aborted.",0,1,0.5486737
"Most of the French films I've seen - and enjoyed - were more talk than action, but that's okay. I found them interesting, well-photographed and with intriguing actors. (However, I did at one point wonder if Gerald Depardieu was in every French film ever made! It seemed that way.)<br /><br />This movie has the same interesting visuals and had a good opening. But then it became talk, talk and more talk....which is fine for a drama but not for a murder mystery. After awhile, I almost fell asleep watching this.<br /><br />Actually, the film was more like a play with almost all the scenes played out in one room. Thus, if you love plays, you should like this...but I want a little more bang for a murder story.",0,1,0.6421144
"The thing that makes this movie so scary is the way that it portrays Andre and Calvin as (relatively) normal guys. These are definitely not people who want to become professional filmmakers since they goof around in front of the camera, forget scripted lines, etc. They are only making the video as a diary to show 'the survivors' how normal their lives were. Their parents just think the guys are filming for a family home video. By researching other kids attacks on their schools, Andre and Calvin learn what not to do and they inform (usually in a silly 'This Old House' kind of way) any potential 'Andres and Calvins' who might be watching this video how to make bombs, get weapons, and not get caught before Zero Day (the day of the attack).",1,0,0.6301931
"I was duped into seeing this movie after reading a positive review from another website and man was I p.o'd!!! it took me at least 15 minutes to pick it up off the shelf b/c I didn't want anyone to see me. then another 10 minutes to build the courage to take it to the counter and actually use real money to rent it. I thought that all my stress would pay off by the time I got home to and watching the movie b/c the review I read said the movie was a pleasant surprise; what a joke! if you can make it through the first hour of the movie then your in luck! b/c it's not until then the movie turn's into a horror. don't bother with this one folks, your better off watching ""dankness falls""",0,1,0.5585883
"It breaks my heart that this movie is not appreciated as it should be. its very underrated. people forgot what movies are really about, nowadays they only think about bum bum movies, which can be quite fun watching with popcorn and friends, like transformers, movies which are oriented, with hyper mega high budget like 300mln or even higher, on special effects only and which are dumb movies without storyline. Its the kind of a movie what i despite most. Of course it is fun watching greatly made CGIs, but we do not gain anything essential from that kind of movies.<br /><br />I honestly think that performance was excellent. Especially Busy Philipps, alongside with Erika Christensen and Victor Garber(whom i respect) made this movie an Oscar worth. Emotional performance by Busy Philipps was astonishing, its such a shame we wont see Oscar in her hands, which she deserves.",1,0,0.6378793
"Just when you thought it was safe to go back into the water...<br /><br />Another computer generated mutant croc on the prowl for human lunchmeat, let loose by another one of those facilities conducting mad science. Gereco Biotech company is fooling around with growth hormone research, accidentally releasing a baby crocodile which is evolving at an accelerating rate.<br /><br />B-movie cast add a deal of fun to this run of the mill ""genetic mistake monster movie"". Costas Mandylor evokes Mick Dundee, Aussie accent, hat, big ass knife, the works, as a croc specialist hired by Gereco executive Joanna Pacula(..wasted in the stereotypical role of corrupt administrative executive who denies any involvement with the gigantic beast her facility let free on innocent people). Charles Napier is the local sheriff whose town is in danger and Jane Longenecker is his hot daughter, who works at the animal shelter. Soap opera star Matthew Borlenghi is Longenecker's love interest, a local artist who welds sculptures(..his brother is a victim of the croc). Of course, this skill will come in mighty handy when our heroes set up a created trap for the croc, hoping to poison it with carbon monoxide.<br /><br />The croc itself is never the least bit convincing as it rampages through a reserve looking for food, the special effects of a low grade variety. In regards to Roger Corman productions dealing with renegade dino-monsters, I stick with Carnosaur. The monster here is essentially a crocodile standing on it's hind legs, often upright as it pursues potential victims. I felt Mandylor and the filmmakers were spoofing Crocodile Dundee with his croc hunter, and this imitation might amuse where the monster itself fails. Borlenghi and Longenecker actually have pretty good chemistry together on screen. As expected, Pacula gets her commuppance in hilarious fashion(..gulp).",0,1,0.5267586
"This movie was in a sci-fi 50-pack a friend of mine got me for Christmas. It is very similar to the first Gozilla movie, and like that movie, has scenes with American actors inserted for no real reason. One interesting thing about the inserted scenes is that there's a Cold War tension portrayed between America and Russia. Like in Godzilla, Gamera is awakened by an atomic explosion and rampages across the world, paying close attention to Tokyo because no big monster movie is complete unless Tokyo bites it. All in all, this is an okay movie. Some of the scenes involving Gamera, particularly the scenes in Toly, are quite spectacular and have special effects that were pretty decent at the time. If you like Japanese giant monster movies, you'll really get a kick out of this one. I give it a 4 out of 10. Had this been the unedited Japanese version that I watched, it probably would've gotten a 5.",0,1,0.50810033
"Progeny is about a husband and wife who experience time loss while making love. Completely unaware of what this bizarre experience means they try to go on with their lives. The hubby begins questioning the bizarre event and gets help through a very annoying psychiatrist. He comes to believe that aliens are responsible for this lapse in time and that the unborn baby he once thought was his and his wife's actually belongs to the aliens.<br /><br />If ya ask me, this is a great scifi/horror story. Taking a highly questionable real-life scenario involving alien abduction and hybrid breeding is definite thumbs up from this guy. I love all things related to aliens and this story definitely delivered some good ideas. So if you also share an interest in things extraterrestrial, you should be pretty happy with Progeny. At least story-wise anyways.<br /><br />Unfortunately the movie overall is pretty average. With average acting by all actors. Yep, even by the consistently awesome Mr. Dourif, who still does deliver the best performance. Though the black head doctor, delivers his lines really well. There are a few points in the flick where some of the delivery is cringe or laugh worthy, which is fine in my book. I like them cheesy and this had a little bit of some nice stinky cheese, and I mean that in a good way.<br /><br />Anyways, with a less than stellar script you can't really blame all the actors. I especially didn't care for the Mother Hysteria the film went for. She wanted a baby so badly that she'd neglect and dismiss everything her loving husband (who's a doctor!!) said to her. It almost reached a point where you actually didn't care what happened to her.<br /><br />The Progeny is another flick by Brian Yuzna from the icky-sticky film, Society. Again he delivers some slimy effects, and again he delivers a pretty unique tale of horror. If you're into scifi/horror or are a fan of Dourif and or Yuzna films, there's no real reason not to check out this flick if you get the chance. A generous 7 outta 10.",1,0,0.57482916
"It follows BLOCK-HEADS and A CHUMP AT OXFORD, two films that are hard to top. Not that SAPS AT SEA is a bad film - it is the last good comedy (unless one insists on JITTERBUGS or another of the later films) that Laurel & Hardy made. It's just that it is a toss-off little film, without the crazy destructive crescendo of BLOCK-HEADS or the astounding sight of Stan's ""real"" personality in A CHUMP AT OXFORD to revel in. At 57 minutes it is shorter than the other two films a bit, but that actually is not a bad point for it. It has just enough time to it to hit the right notes. It's just not as special as the other two.<br /><br />Stan and Ollie work in a factory that manufactures horns. I suspect that there was a bit of Chaplin influence in this sequence (one recalls a similar assembly-line incident in MODERN TIMES only four years earlier). Ollie's nerves finally snap, and he goes on a rampage. He goes home and (naturally) his roommate Stan does not help - Stan has a music lesson with an eccentric professor on his instrument (you've got it - a trombone). After beating up the poor professor, Ollie has problems with the incompetent janitor/engineer (Ben Turpin in a nice brief appearance), and then faces his doctor (Jimmy Finleyson) and his nerve tester (a balloon that inflates as you push air out of Ollie's stomach). Finleyson announces that it is a bad case of ""horniphobia"", and Ollie needs a vacation with plenty of quiet and goat's milk. They end up going to a ship but Ollie and Stan know nothing about seamanship - so they plan to sleep on the ship. Unfortunately the goat gnaws the rope until it breaks and the ship sails off. Also unfortunately, on board is Richard Cramer, an escaped dangerous criminal. This is not going to be a peaceful vacation.<br /><br />SAPS AT SEA (like A CHUMP) could have been three shorts, one at the factory, one at the apartment, and one on the boat. Each would have been a successful short, and they all make a funny film - but the stitching of the parts together shows. There are some very amusing moments in the film - the discoveries of how Turpin's ineptitude causes various mishaps with water taps and stoves in the apartment; the accidental remarks of building manager Charlie Hall when Stan or Ollie runs by him and asks for directions (""Can you help me find the basement?"" asks Stan - ""Certainly,you can't miss it - it's downstairs!"", says Hall, who realizes what a stupid comment he just made); and Cramer's mistreatment of his two hostage slaves. He calls Ollie ""Dizzy"" and Stan ""Daffy"" (an allusion to the Dean Brothers of the St. Louis Cardinal teams of the 1930s - see Dan Dailey's THE PRIDE OF ST. LOUIS). Cramer has the boys cook him up some food - and they make a synthetic meal (boot laces for spaghetti, for instance) to get him sick to be overpowered. When he realizes what they have done, he forces them to eat the meal themselves. Their reactions are brilliant.<br /><br />SAPS AT SEA is not on par with the top line of Laurel & Hardy films, but it is a good film on the whole, and a good conclusion to the best years of their film career (1927 - 1940) when they were with Hal Roach. In the immediate couple of years before it appeared the boys and Roach had serious problems involving production costs (OUR RELATIONS, where Stan was producer on the film), artistic problems (scenes from SWISS MISS were cut meaninglessly), and contractual arguments (leading to Ollie appearing with Harry Langdon in ZENOBIA). Stan and Ollie hit back with THE FLYING DEUCES, wherein the production was not Roach's but Boris Morros'. At last a two picture deal of A CHUMP AT OXFORD and SAPS AT SEA concluded the arguments and problems - and on a high note the boys left Roach. Unfortunately they never found any subsequent film relationship with a producer as satisfactory as this had been.",1,0,0.64130557
"""When I die, someone will bury me. And if they don't, what's the difference. Who gives a damn, huh?"" Thus the philosophy of life (or lack there of) is summed up once and for all in this less than classic but nevertheless fun spinoff of Sergio Leone's ""Dollars Trilogy.""<br /><br />In the opening scene, three obviously evil gunmen ride into a western town and, with menacing glares, they intimidate all the pathetic normal people hiding in their homes. The observant watcher will notice that each of these three bears a striking resemblance to characters from Leone's For A Few Dollars More. There is one guy in Eastwood's poncho, one in Lee Van Cleef's black suit, and one seeming to act like Gian Marie Volonte's Indio. But this movie is not about these guys. No sooner do they ride into town when they are gunned down by someone even cooler than they, a mysterious bounty hunter known simply as the Stranger.<br /><br />No. this is an altogether different story.<br /><br />In an obvious copying of Leone's The Good, the Bad, and the Ugly, three gunmen are again vying for a hidden treasure. Once again there is the bounty hunter and the Mexican bandit. The Stranger (George Hilton) is a supercool bounty hunter with a penchant for shooting people while dressed up like a priest. He is after the reward for the bandit Monetero (Gilbert Roland). But when Monetero's gang steals three hundred thousand in gold coins, the Stranger gets sidetracked from his normal line of work.<br /><br />To round off the trio there is Edd Byrne's corrupt bank executive, Clayton. He too wants the money for himself. But after the money is hidden away, the only man who knows where it is gets shot. Now the only clue to the hiding place is a medallion that shows a family crest. The game is too find the treasure before anyone else does. And any gun can play.<br /><br />With plenty of gunfights, fist fights, and double crosses, the action takes these three to the ultimate showdown ripoff, a three way draw for the hidden treasure ala The Good, the Bad, and the Ugly -- but with a twist.<br /><br />This movie is not as good as Leone's films, of course, but in the end who gives a damn, huh? This movie is fun -- 60s nihilism, spaghetti western style. There are no rules, no enduring loyalties, and no right or wrong -- just the treasure and whatever it takes to get it. And, though the movie is not classic, the ending surely is. Hey, maybe we all can get along after all, for a hundred thousand a piece.<br /><br />If you like spaghetti westerns, check this one out. It is fast, furious, and worth the look.",1,0,0.57446086
